"entitynum","samplenum","varname","varnum","count"
1163.00,1.00,"Solanum-type",384.00,1.00
1163.00,1.00,"Sorindeia-type juglandifolia",3598.00,6.00
1163.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1163.00,1.00,"Spondias monbin-type",3599.00,3.00
1163.00,1.00,"Treculia africana-type",2031.00,2.00
1163.00,1.00,"Undetermined",1231.00,9.00
1163.00,1.00,"Urticaceae undiff.",1232.00,1.00
1163.00,1.00,"Vernonia perrottetii-type",1287.00,4.00
1164.00,1.00,"Alchornea",118.00,27.00
1164.00,1.00,"Ambrosia-type maritima",3379.00,2.00
1164.00,1.00,"Anthostema-type senegalense",3799.00,4.00
1164.00,1.00,"Asteraceae undiff.",1174.00,5.00
1164.00,1.00,"Cassia-type",45.00,1.00
1164.00,1.00,"Casuarina equisetifolia-type",3735.00,1.00
1164.00,1.00,"Celtis toka-type",4146.00,3.00
1164.00,1.00,"Citrus",1709.00,1.00
1164.00,1.00,"Combretum-type molle",1186.00,1.00
1164.00,1.00,"Commiphora africana-type",1108.00,1.00
1164.00,1.00,"Croton-type",100.00,1.00
1164.00,1.00,"Cyperaceae undiff.",1190.00,408.00
1164.00,1.00,"Elaeis guineensis",23.00,10.00
1164.00,1.00,"Erythrococca-type africana",3810.00,1.00
1164.00,1.00,"Fabaceae undiff.",88.00,2.00
1164.00,1.00,"Ficus",127.00,1.00
1164.00,1.00,"Lamiaceae undiff.",1199.00,1.00
1164.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1164.00,1.00,"Laurembergia tetrandra",477.00,2.00
1164.00,1.00,"Ludwigia-type",99.00,1.00
1164.00,1.00,"Lygodium microphyllum",262.00,3.00
1164.00,1.00,"Macaranga-type",712.00,5.00
1164.00,1.00,"Mitracarpus villosus",373.00,5.00
1164.00,1.00,"Monocotyledoneae undiff.",1202.00,2.00
1164.00,1.00,"Monoletes undiff.",1203.00,137.00
1164.00,1.00,"Nymphaea lotus-type",255.00,12.00
1164.00,1.00,"Phyllanthus-type",15.00,1.00
1164.00,1.00,"Phyllanthus-type reticulatus",1139.00,1.00
1164.00,1.00,"Poaceae undiff.",1207.00,152.00
1164.00,1.00,"Pteridophyta undiff.",1209.00,4.00
1164.00,1.00,"Rubiaceae undiff.",1219.00,1.00
1164.00,1.00,"Spermacoce-type radiata",4073.00,2.00
1164.00,1.00,"Syzygium-type",5.00,46.00
1164.00,1.00,"Triletes undiff.",1230.00,1.00
1164.00,1.00,"Typha",112.00,29.00
1164.00,1.00,"Uapaca",10.00,3.00
1164.00,1.00,"Undetermined",1231.00,8.00
1164.00,1.00,"Vitex-type doniana",4161.00,1.00
1164.00,1.00,"Xyris",497.00,2.00
1164.00,1.00,"Zanthoxylum-type",788.00,1.00
1165.00,1.00,"Acacia",37.00,15.00
1165.00,1.00,"Achyranthes-type aspera",438.00,34.00
1165.00,1.00,"Aizoaceae undiff.",1167.00,3.00
1165.00,1.00,"Alternanthera",179.00,2.00
1165.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,10.00
1165.00,1.00,"Balanites aegyptiaca-type",401.00,109.00
1165.00,1.00,"Boscia-type",407.00,3.00
1165.00,1.00,"Capparis fascicularis-type",636.00,1.00
1165.00,1.00,"Cassia-type",45.00,13.00
1165.00,1.00,"Cleome-type",648.00,1.00
1165.00,1.00,"Cleome-type gynandra",3717.00,3.00
1165.00,1.00,"Combretum-type aculeatum",1577.00,6.00
1165.00,1.00,"Combretum-type molle",1186.00,8.00
1165.00,1.00,"Commelina-type benghalensis",659.00,2.00
1165.00,1.00,"Cyperaceae undiff.",1190.00,80.00
1165.00,1.00,"Euphorbia-type indica",3812.00,1.00
1165.00,1.00,"Fabaceae undiff.",88.00,6.00
1165.00,1.00,"Indeterminable",1198.00,10.00
1165.00,1.00,"Ipomoea-type",111.00,2.00
1165.00,1.00,"Kohautia",295.00,2.00
1165.00,1.00,"Lamiaceae undiff.",1199.00,1.00
1165.00,1.00,"Lannea/Sclerocarya",311.00,2.00
1165.00,1.00,"Leucas-type",274.00,1.00
1165.00,1.00,"Maerua/Ritchiea",318.00,2.00
1165.00,1.00,"Merremia-type",326.00,2.00
1165.00,1.00,"Mitracarpus villosus",373.00,3.00
1165.00,1.00,"Mitragyna-type inermis",2040.00,2.00
1165.00,1.00,"Nymphaea lotus-type",255.00,1.00
1165.00,1.00,"Phyllanthus-type amarus",1194.00,3.00
1165.00,1.00,"Poaceae undiff.",1207.00,507.00
1165.00,1.00,"Polycarpaea-type",2059.00,2.00
1165.00,1.00,"Polycarpon-type prostratum",3730.00,3.00
1165.00,1.00,"Sapotaceae undiff.",1224.00,1.00
1165.00,1.00,"Sesbania",554.00,5.00
1165.00,1.00,"Stereospermum-type",3659.00,1.00
1165.00,1.00,"Tribulus terrestris-type",3431.00,17.00
1165.00,1.00,"Undetermined",1231.00,3.00
1165.00,1.00,"Ziziphus jujuba-type",10149.00,2.00
1166.00,1.00,"Acacia",37.00,2.00
1166.00,1.00,"Achyranthes-type aspera",438.00,1.00
1166.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,9.00
1166.00,1.00,"Artemisia",252.00,1.00
1166.00,1.00,"Asteraceae undiff.",1174.00,4.00
1166.00,1.00,"Balanites",436.00,4.00
1166.00,1.00,"Brassicaceae undiff.",1182.00,1.00
1166.00,1.00,"Cassia-type",45.00,44.00
1166.00,1.00,"Chrozophora brocchiana-type",3803.00,1.00
1166.00,1.00,"Cleome-type gynandra",3717.00,3.00
1166.00,1.00,"Combretum-type aculeatum",1577.00,2.00
1166.00,1.00,"Combretum-type molle",1186.00,28.00
1166.00,1.00,"Euphorbia-type",529.00,7.00
1166.00,1.00,"Euphorbia-type indica",3812.00,4.00
1166.00,1.00,"Fabaceae undiff.",88.00,21.00
1166.00,1.00,"Grewia-type",60.00,1.00
1166.00,1.00,"Indeterminable",1198.00,16.00
1166.00,1.00,"Kohautia",295.00,8.00
1166.00,1.00,"Lamiaceae undiff.",1199.00,3.00
1166.00,1.00,"Lannea/Sclerocarya",311.00,6.00
1166.00,1.00,"Mitracarpus villosus",373.00,4.00
1166.00,1.00,"Naucleae undiff.",4062.00,1.00
1166.00,1.00,"Phyllanthus-type",15.00,4.00
1166.00,1.00,"Pinus",437.00,1.00
1166.00,1.00,"Poaceae undiff.",1207.00,383.00
1166.00,1.00,"Polycarpaea-type",2059.00,18.00
1166.00,1.00,"Polycarpon-type prostratum",3730.00,97.00
1166.00,1.00,"Tamarix senegalensis-type",4132.00,6.00
1166.00,1.00,"Tribulus terrestris-type",3431.00,2.00
1166.00,1.00,"Undetermined",1231.00,3.00
1167.00,1.00,"Acacia",37.00,4.00
1167.00,1.00,"Achyranthes-type aspera",438.00,7.00
1167.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,2.00
1167.00,1.00,"Ambrosia-type maritima",3379.00,1.00
1167.00,1.00,"Asteraceae undiff.",1174.00,7.00
1167.00,1.00,"Balanites",436.00,7.00
1167.00,1.00,"Boerhavia-type",449.00,1.00
1167.00,1.00,"Boscia-type",407.00,19.00
1167.00,1.00,"Capparidaceae undiff.",1183.00,1.00
1167.00,1.00,"Celosia-type trigyna",1103.00,2.00
1167.00,1.00,"Cleome-type gynandra",3717.00,5.00
1167.00,1.00,"Combretum-type aculeatum",1577.00,1.00
1167.00,1.00,"Combretum-type molle",1186.00,7.00
1167.00,1.00,"Commiphora africana-type",1108.00,3.00
1167.00,1.00,"Cyperaceae undiff.",1190.00,24.00
1167.00,1.00,"Fabaceae undiff.",88.00,14.00
1167.00,1.00,"Grewia-type",60.00,6.00
1167.00,1.00,"Indeterminable",1198.00,16.00
1167.00,1.00,"Lannea/Sclerocarya",311.00,6.00
1167.00,1.00,"Maerua/Ritchiea",318.00,5.00
1167.00,1.00,"Poaceae undiff.",1207.00,130.00
1167.00,1.00,"Polycarpon-type prostratum",3730.00,11.00
1167.00,1.00,"Rubiaceae undiff.",1219.00,1.00
1167.00,1.00,"Sesbania sesban",2868.00,2.00
1167.00,1.00,"Spermacoce-type",375.00,1.00
1167.00,1.00,"Spermacoce-type radiata",4073.00,2.00
1167.00,1.00,"Tribulus terrestris-type",3431.00,35.00
1167.00,1.00,"Triumfetta-type",102.00,1.00
1167.00,1.00,"Undetermined",1231.00,3.00
1168.00,1.00,"Acacia",37.00,133.00
1168.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1168.00,1.00,"Artemisia",252.00,1.00
1168.00,1.00,"Asteraceae undiff.",1174.00,2.00
1168.00,1.00,"Balanites aegyptiaca-type",401.00,73.00
1168.00,1.00,"Combretaceae undiff.",1187.00,7.00
1168.00,1.00,"Combretum-type aculeatum",1577.00,5.00
1168.00,1.00,"Combretum-type molle",1186.00,1.00
1168.00,1.00,"Cucurbitaceae undiff.",924.00,5.00
1168.00,1.00,"Cyperaceae undiff.",1190.00,1.00
1168.00,1.00,"Fabaceae undiff.",88.00,3.00
1168.00,1.00,"Indeterminable",1198.00,13.00
1168.00,1.00,"Kohautia",295.00,1.00
1168.00,1.00,"Phoenix reclinata-type",360.00,1.00
1168.00,1.00,"Phyllanthus-type amarus",1194.00,2.00
1168.00,1.00,"Poaceae undiff.",1207.00,51.00
1168.00,1.00,"Polycarpaea-type",2059.00,3.00
1168.00,1.00,"Polycarpon-type prostratum",3730.00,3.00
1168.00,1.00,"Salix",377.00,1.00
1168.00,1.00,"Salvadora persica-type",2257.00,1.00
1168.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1168.00,1.00,"Tribulus terrestris-type",3431.00,33.00
1168.00,1.00,"Undetermined",1231.00,2.00
1168.00,1.00,"Ximenia americana-type",3980.00,1.00
1169.00,1.00,"Acacia",37.00,5.00
1169.00,1.00,"Adansonia digitata",313.00,1.00
1169.00,1.00,"Aerva-type lanata",1096.00,1.00
1169.00,1.00,"Albizia-type",2028.00,12.00
1169.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,7.00
1169.00,1.00,"Aniseia martinicensis",2759.00,1.00
1169.00,1.00,"Arachis hypogaea",10008.00,8.00
1169.00,1.00,"Asteraceae undiff.",1174.00,2.00
1169.00,1.00,"Balanites",436.00,3.00
1169.00,1.00,"Cassia-type",45.00,2.00
1169.00,1.00,"Celtis toka-type",4146.00,4.00
1169.00,1.00,"Centaurea-type perrottetii",3630.00,4.00
1169.00,1.00,"Cleome-type gynandra",3717.00,8.00
1169.00,1.00,"Combretum-type aculeatum",1577.00,1.00
1169.00,1.00,"Combretum-type molle",1186.00,3.00
1169.00,1.00,"Cyperaceae undiff.",1190.00,43.00
1169.00,1.00,"Detarium",263.00,1.00
1169.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1169.00,1.00,"Fabaceae undiff.",88.00,10.00
1169.00,1.00,"Indeterminable",1198.00,10.00
1169.00,1.00,"Maerua/Ritchiea",318.00,1.00
1169.00,1.00,"Mitracarpus villosus",373.00,59.00
1169.00,1.00,"Monoletes undiff.",1203.00,4.00
1169.00,1.00,"Phyllanthus-type amarus",1194.00,1.00
1169.00,1.00,"Poaceae undiff.",1207.00,213.00
1169.00,1.00,"Spermacoce-type",375.00,2.00
1169.00,1.00,"Tribulus terrestris-type",3431.00,4.00
1169.00,1.00,"Undetermined",1231.00,3.00
1169.00,1.00,"Vigna-type",815.00,1.00
1170.00,1.00,"Acacia",37.00,38.00
1170.00,1.00,"Achyranthes-type aspera",438.00,9.00
1170.00,1.00,"Alternanthera",179.00,2.00
1170.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,3.00
1170.00,1.00,"Aniseia martinicensis",2759.00,4.00
1170.00,1.00,"Arachis hypogaea",10008.00,1.00
1170.00,1.00,"Asteraceae undiff.",1174.00,43.00
1170.00,1.00,"Balanites",436.00,1.00
1170.00,1.00,"Boscia-type",407.00,3.00
1170.00,1.00,"Brassicaceae undiff.",1182.00,2.00
1170.00,1.00,"Capparis",545.00,1.00
1170.00,1.00,"Cassia-type",45.00,4.00
1170.00,1.00,"Centaurea-type perrottetii",3630.00,2.00
1170.00,1.00,"Chrozophora brocchiana-type",3803.00,2.00
1170.00,1.00,"Cleome-type gynandra",3717.00,1.00
1170.00,1.00,"Combretaceae undiff.",1187.00,3.00
1170.00,1.00,"Combretum-type molle",1186.00,19.00
1170.00,1.00,"Cyperaceae undiff.",1190.00,10.00
1170.00,1.00,"Ephedra",329.00,2.00
1170.00,1.00,"Euphorbia-type indica",3812.00,1.00
1170.00,1.00,"Euphorbiaceae undiff.",863.00,2.00
1170.00,1.00,"Fabaceae undiff.",88.00,4.00
1170.00,1.00,"Grewia-type",60.00,1.00
1170.00,1.00,"Indeterminable",1198.00,12.00
1170.00,1.00,"Indigofera",551.00,1.00
1170.00,1.00,"Ipomoea-type",111.00,1.00
1170.00,1.00,"Lepidagathis",665.00,1.00
1170.00,1.00,"Leucas-type",274.00,4.00
1170.00,1.00,"Mitracarpus villosus",373.00,6.00
1170.00,1.00,"Mitragyna-type inermis",2040.00,3.00
1170.00,1.00,"Nymphaea lotus-type",255.00,5.00
1170.00,1.00,"Piliostigma reticulatum-type",3699.00,12.00
1170.00,1.00,"Poaceae undiff.",1207.00,434.00
1170.00,1.00,"Polycarpaea-type",2059.00,1.00
1170.00,1.00,"Polycarpon-type prostratum",3730.00,2.00
1170.00,1.00,"Scabiosa-type",1573.00,2.00
1170.00,1.00,"Sterculia-type",40.00,1.00
1170.00,1.00,"Tamarix senegalensis-type",4132.00,1.00
1170.00,1.00,"Tribulus terrestris-type",3431.00,1.00
1170.00,1.00,"Undetermined",1231.00,6.00
1170.00,1.00,"Vigna-type",815.00,1.00
1171.00,1.00,"Acacia",37.00,9.00
1171.00,1.00,"Achyranthes-type aspera",438.00,3.00
1171.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,3.00
1171.00,1.00,"Amaranthus-type",789.00,1.00
1171.00,1.00,"Balanites aegyptiaca-type",401.00,28.00
1171.00,1.00,"Borassus/Hyphaene",414.00,1.00
1171.00,1.00,"Boscia-type",407.00,14.00
1171.00,1.00,"Cassia-type",45.00,4.00
1171.00,1.00,"Combretaceae undiff.",1187.00,4.00
1171.00,1.00,"Combretum-type aculeatum",1577.00,3.00
1171.00,1.00,"Combretum-type molle",1186.00,62.00
1171.00,1.00,"Cyperaceae undiff.",1190.00,31.00
1171.00,1.00,"Ephedra",329.00,1.00
1171.00,1.00,"Euphorbia-type",529.00,4.00
1171.00,1.00,"Euphorbia-type indica",3812.00,2.00
1171.00,1.00,"Fabaceae undiff.",88.00,6.00
1171.00,1.00,"Flueggea virosa-type ?",,1.00
1171.00,1.00,"Grewia-type",60.00,1.00
1171.00,1.00,"Hallea-type stipulosa",809.00,2.00
1171.00,1.00,"Indeterminable",1198.00,15.00
1171.00,1.00,"Lamiaceae undiff.",1199.00,5.00
1171.00,1.00,"Lannea/Sclerocarya",311.00,2.00
1171.00,1.00,"Mitracarpus villosus",373.00,9.00
1171.00,1.00,"Ormocarpum-type",363.00,1.00
1171.00,1.00,"Piliostigma reticulatum-type",3699.00,25.00
1171.00,1.00,"Poaceae undiff.",1207.00,470.00
1171.00,1.00,"Polycarpon-type prostratum",3730.00,1.00
1171.00,1.00,"Tribulus terrestris-type",3431.00,1.00
1171.00,1.00,"Undetermined",1231.00,2.00
1171.00,1.00,"Vernonia perrottetii-type",1287.00,1.00
1171.00,1.00,"Zaleya-type pentandra",3570.00,1.00
1172.00,1.00,"Acacia",37.00,5.00
1172.00,1.00,"Achyranthes-type aspera",438.00,25.00
1172.00,1.00,"Aerva-type lanata",1096.00,1.00
1172.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1172.00,1.00,"Amaranthus-type",789.00,4.00
1172.00,1.00,"Asteraceae undiff.",1174.00,1.00
1172.00,1.00,"Boscia-type",407.00,5.00
1172.00,1.00,"Cassia-type",45.00,45.00
1172.00,1.00,"Cleome-type gynandra",3717.00,2.00
1172.00,1.00,"Combretaceae undiff.",1187.00,30.00
1172.00,1.00,"Combretum-type aculeatum",1577.00,14.00
1172.00,1.00,"Combretum-type molle",1186.00,190.00
1172.00,1.00,"Commelina-type benghalensis",659.00,6.00
1172.00,1.00,"Commiphora africana-type",1108.00,1.00
1172.00,1.00,"Cyperaceae undiff.",1190.00,35.00
1172.00,1.00,"Elaeis guineensis",23.00,1.00
1172.00,1.00,"Euphorbia-type indica",3812.00,1.00
1172.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1172.00,1.00,"Fabaceae undiff.",88.00,1.00
1172.00,1.00,"Grewia-type",60.00,5.00
1172.00,1.00,"Indeterminable",1198.00,10.00
1172.00,1.00,"Lepidagathis",665.00,4.00
1172.00,1.00,"Maerua/Ritchiea",318.00,1.00
1172.00,1.00,"Mitragyna-type inermis",2040.00,6.00
1172.00,1.00,"Phyllanthus-type",15.00,1.00
1172.00,1.00,"Poaceae undiff.",1207.00,351.00
1172.00,1.00,"Polycarpon-type prostratum",3730.00,14.00
1172.00,1.00,"Sida",652.00,1.00
1172.00,1.00,"Spermacoce-type",375.00,4.00
1172.00,1.00,"Spermacoce-type radiata",4073.00,16.00
1172.00,1.00,"Tribulus terrestris-type",3431.00,2.00
1172.00,1.00,"Undetermined",1231.00,5.00
1173.00,1.00,"Acacia",37.00,22.00
1173.00,1.00,"Acanthaceae undiff.",954.00,2.00
1173.00,1.00,"Achyranthes-type aspera",438.00,11.00
1173.00,1.00,"Alchornea",118.00,2.00
1173.00,1.00,"Alternanthera",179.00,1.00
1173.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,8.00
1173.00,1.00,"Asteraceae undiff.",1174.00,5.00
1173.00,1.00,"Balanites",436.00,4.00
1173.00,1.00,"Borassus/Hyphaene",414.00,1.00
1173.00,1.00,"Cassia-type",45.00,7.00
1173.00,1.00,"Cissus",32.00,1.00
1173.00,1.00,"Cleome-type gynandra",3717.00,1.00
1173.00,1.00,"Combretaceae undiff.",1187.00,1.00
1173.00,1.00,"Combretum-type aculeatum",1577.00,13.00
1173.00,1.00,"Combretum-type molle",1186.00,76.00
1173.00,1.00,"Cyperaceae undiff.",1190.00,25.00
1173.00,1.00,"Cyttaranthus congolensis",3807.00,4.00
1173.00,1.00,"Entada/Prosopis",3938.00,1.00
1173.00,1.00,"Euphorbia-type",529.00,2.00
1173.00,1.00,"Euphorbiaceae undiff.",863.00,2.00
1173.00,1.00,"Fabaceae undiff.",88.00,3.00
1173.00,1.00,"Hura crepitans",865.00,1.00
1173.00,1.00,"Indeterminable",1198.00,22.00
1173.00,1.00,"Lamiaceae undiff.",1199.00,2.00
1173.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1173.00,1.00,"Maerua/Ritchiea",318.00,1.00
1173.00,1.00,"Mimosaceae undiff.",3942.00,1.00
1173.00,1.00,"Mitracarpus villosus",373.00,2.00
1173.00,1.00,"Monoletes undiff.",1203.00,1.00
1173.00,1.00,"Morus-type mesozygia",3957.00,2.00
1173.00,1.00,"Parkia biglobosa-type",3944.00,1.00
1173.00,1.00,"Poaceae undiff.",1207.00,706.00
1173.00,1.00,"Portulaca-type",4031.00,1.00
1173.00,1.00,"Rumex",146.00,1.00
1173.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1173.00,1.00,"Tiliaceae undiff.",1759.00,10.00
1173.00,1.00,"Tribulus terrestris-type",3431.00,1.00
1173.00,1.00,"Triletes undiff.",1230.00,1.00
1173.00,1.00,"Undetermined",1231.00,4.00
1174.00,1.00,"Acacia",37.00,8.00
1174.00,1.00,"Achyranthes-type aspera",438.00,5.00
1174.00,1.00,"Adansonia digitata",313.00,4.00
1174.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,2.00
1174.00,1.00,"Asteraceae undiff.",1174.00,1.00
1174.00,1.00,"Balanites",436.00,2.00
1174.00,1.00,"Cassia-type",45.00,82.00
1174.00,1.00,"Combretum-type aculeatum",1577.00,2.00
1174.00,1.00,"Combretum-type molle",1186.00,17.00
1174.00,1.00,"Commelina-type benghalensis",659.00,2.00
1174.00,1.00,"Cyathogyne",1654.00,3.00
1174.00,1.00,"Cyperaceae undiff.",1190.00,18.00
1174.00,1.00,"Euphorbia-type",529.00,1.00
1174.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1174.00,1.00,"Fabaceae undiff.",88.00,1.00
1174.00,1.00,"Grewia-type",60.00,1.00
1174.00,1.00,"Hallea-type stipulosa",809.00,5.00
1174.00,1.00,"Indeterminable",1198.00,7.00
1174.00,1.00,"Lannea/Sclerocarya",311.00,17.00
1174.00,1.00,"Maerua/Ritchiea",318.00,1.00
1174.00,1.00,"Phyllanthus-type",15.00,1.00
1174.00,1.00,"Poaceae undiff.",1207.00,1086.00
1174.00,1.00,"Rubiaceae undiff.",1219.00,2.00
1174.00,1.00,"Spermacoce-type",375.00,1.00
1174.00,1.00,"Sterculia-type",40.00,1.00
1174.00,1.00,"Tribulus terrestris-type",3431.00,1.00
1174.00,1.00,"Undetermined",1231.00,1.00
1175.00,1.00,"Acacia",37.00,7.00
1175.00,1.00,"Acanthaceae undiff.",954.00,1.00
1175.00,1.00,"Alchornea",118.00,1.00
1175.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,4.00
1175.00,1.00,"Anthocerotaceae undiff.",1168.00,2.00
1175.00,1.00,"Ascolepis",327.00,3.00
1175.00,1.00,"Cassia-type",45.00,14.00
1175.00,1.00,"Celtis toka-type",4146.00,1.00
1175.00,1.00,"Combretaceae undiff.",1187.00,4.00
1175.00,1.00,"Combretum-type aculeatum",1577.00,13.00
1175.00,1.00,"Combretum-type molle",1186.00,105.00
1175.00,1.00,"Cyperaceae undiff.",1190.00,26.00
1175.00,1.00,"Dioscorea",1617.00,1.00
1175.00,1.00,"Fabaceae undiff.",88.00,2.00
1175.00,1.00,"Indeterminable",1198.00,5.00
1175.00,1.00,"Lannea/Sclerocarya",311.00,10.00
1175.00,1.00,"Lotus arabicus-type",362.00,1.00
1175.00,1.00,"Mitracarpus villosus",373.00,3.00
1175.00,1.00,"Mitragyna-type inermis",2040.00,1.00
1175.00,1.00,"Ormocarpum-type",363.00,6.00
1175.00,1.00,"Phoenix reclinata-type",360.00,1.00
1175.00,1.00,"Poaceae undiff.",1207.00,636.00
1175.00,1.00,"Polycarpaea-type",2059.00,6.00
1175.00,1.00,"Rubiaceae undiff.",1219.00,1.00
1175.00,1.00,"Solanum-type",384.00,1.00
1175.00,1.00,"Spermacoce-type",375.00,2.00
1175.00,1.00,"Trema-type orientalis",623.00,1.00
1175.00,1.00,"Undetermined",1231.00,3.00
1176.00,1.00,"Acacia",37.00,8.00
1176.00,1.00,"Achyranthes-type aspera",438.00,22.00
1176.00,1.00,"Aerva-type lanata",1096.00,1.00
1176.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1176.00,1.00,"Borassus/Hyphaene",414.00,1.00
1176.00,1.00,"Caesalpiniaceae undiff.",46.00,16.00
1176.00,1.00,"Combretaceae undiff.",1187.00,1.00
1176.00,1.00,"Combretum-type aculeatum",1577.00,1.00
1176.00,1.00,"Combretum-type molle",1186.00,50.00
1176.00,1.00,"Cyperaceae undiff.",1190.00,38.00
1176.00,1.00,"Daniellia",2010.00,4.00
1176.00,1.00,"Hura crepitans",865.00,1.00
1176.00,1.00,"Indeterminable",1198.00,8.00
1176.00,1.00,"Justicia-type",107.00,1.00
1176.00,1.00,"Justicia-type flava",1733.00,1.00
1176.00,1.00,"Lannea/Sclerocarya",311.00,2.00
1176.00,1.00,"Lophira alata-type",3973.00,1.00
1176.00,1.00,"Monoletes undiff.",1203.00,1.00
1176.00,1.00,"Pinus",437.00,1.00
1176.00,1.00,"Poaceae undiff.",1207.00,780.00
1176.00,1.00,"Sapotaceae undiff.",1224.00,3.00
1176.00,1.00,"Spermacoce-type",375.00,3.00
1176.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1176.00,1.00,"Tribulus terrestris-type",3431.00,2.00
1177.00,1.00,"Acacia",37.00,4.00
1177.00,1.00,"Achyranthes-type aspera",438.00,2.00
1177.00,1.00,"Adansonia digitata",313.00,7.00
1177.00,1.00,"Anthocerotaceae undiff.",1168.00,1.00
1177.00,1.00,"Asteraceae undiff.",1174.00,1.00
1177.00,1.00,"Balanites",436.00,1.00
1177.00,1.00,"Bombax costatum-type",2006.00,1.00
1177.00,1.00,"Caesalpiniaceae undiff.",46.00,1.00
1177.00,1.00,"Combretaceae undiff.",1187.00,5.00
1177.00,1.00,"Combretum-type molle",1186.00,71.00
1177.00,1.00,"Cyperaceae undiff.",1190.00,6.00
1177.00,1.00,"Euphorbia-type",529.00,1.00
1177.00,1.00,"Fabaceae undiff.",88.00,1.00
1177.00,1.00,"Hura crepitans",865.00,2.00
1177.00,1.00,"Indeterminable",1198.00,9.00
1177.00,1.00,"Lannea/Sclerocarya",311.00,4.00
1177.00,1.00,"Mimosaceae undiff.",3942.00,1.00
1177.00,1.00,"Piliostigma reticulatum-type",3699.00,35.00
1177.00,1.00,"Pinus",437.00,1.00
1177.00,1.00,"Poaceae undiff.",1207.00,1107.00
1177.00,1.00,"Polygala-type",110.00,1.00
1177.00,1.00,"Spermacoce-type",375.00,1.00
1177.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1177.00,1.00,"Sterculia-type",40.00,1.00
1177.00,1.00,"Tribulus terrestris-type",3431.00,1.00
1177.00,1.00,"Undetermined",1231.00,2.00
1177.00,1.00,"Zaleya-type pentandra",3570.00,1.00
1178.00,1.00,"Acacia",37.00,3.00
1178.00,1.00,"Acanthaceae undiff.",954.00,1.00
1178.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1178.00,1.00,"Asteraceae undiff.",1174.00,1.00
1178.00,1.00,"Cassia-type",45.00,9.00
1178.00,1.00,"Combretum-type aculeatum",1577.00,10.00
1178.00,1.00,"Combretum-type molle",1186.00,51.00
1178.00,1.00,"Cyperaceae undiff.",1190.00,12.00
1178.00,1.00,"Elaeis guineensis",23.00,1.00
1178.00,1.00,"Euphorbiaceae undiff.",863.00,4.00
1178.00,1.00,"Fabaceae undiff.",88.00,1.00
1178.00,1.00,"Indeterminable",1198.00,17.00
1178.00,1.00,"Lannea/Sclerocarya",311.00,3.00
1178.00,1.00,"Lepidagathis",665.00,1.00
1178.00,1.00,"Mitracarpus villosus",373.00,1.00
1178.00,1.00,"Mitragyna-type inermis",2040.00,1.00
1178.00,1.00,"Monocotyledoneae undiff.",1202.00,2.00
1178.00,1.00,"Poaceae undiff.",1207.00,590.00
1178.00,1.00,"Rubiaceae undiff.",1219.00,1.00
1178.00,1.00,"Spermacoce-type radiata",4073.00,13.00
1178.00,1.00,"Sterculia-type",40.00,10.00
1178.00,1.00,"Undetermined",1231.00,1.00
1179.00,1.00,"Acacia",37.00,6.00
1179.00,1.00,"Aerva-type lanata",1096.00,1.00
